TransactionID,Date,CustomerID,ProductID,RegionID,Units,UnitCost,Category,UnitPrice,DiscountPct,Revenue,COGS,GrossProfit
17938,2024-05-24,1213,115,1,2,95.3,Subscription,202.1,0.108,360.55,190.6,169.95
17939,2024-11-03,1120,119,3,3,10.34,Services,18.13,0.1,48.95,31.02,17.93
17940,2025-10-15,1062,117,1,1,64.14,Add-on,74.45,0.003,74.23,64.14,10.09
17941,2025-09-25,1148,115,2,4,95.3,Subscription,197.47,0.03,766.18,381.2,384.98
17942,2024-10-11,1275,115,1,1,95.3,Subscription,114.47,0.083,104.97,95.3,9.67
17943,2025-01-26,1028,101,5,3,116.54,Add-on,250.69,0.046,717.47,349.62,367.85
17944,2026-01-07,1298,113,2,1,47.13,Services,99.46,0.03,96.48,47.13,49.35
17945,2024-12-25,1224,118,5,4,73.13,Add-on,117.85,0.017,463.39,292.52,170.87
17946,2026-02-07,1172,115,4,1,95.3,Subscription,165.67,0.0,165.67,95.3,70.37
17947,2024-06-13,1243,103,5,4,29.42,Services,46.07,0.0,184.28,117.68,66.6
17948,2026-01-02,1130,112,2,2,38.6,Services,48.04,0.053,90.99,77.2,13.79
17949,2025-08-03,1019,107,2,3,65.35,Subscription,76.15,0.158,192.35,196.05,-3.7
17950,2024-08-11,1080,102,5,4,100.73,Subscription,165.86,0.043,634.91,402.92,231.99
17951,2024-05-03,1292,102,1,2,100.73,Subscription,213.79,0.139,368.15,201.46,166.69
17952,2024-12-09,1293,104,5,3,25.91,Services,31.28,0.084,85.96,77.73,8.23
17953,2025-06-07,1234,110,1,4,75.36,Services,144.56,0.058,544.7,301.44,243.26
17954,2024-02-21,1220,112,3,2,38.6,Services,50.1,0.07,93.19,77.2,15.99
17955,2024-05-08,1169,101,2,4,116.54,Add-on,223.25,0.024,871.57,466.16,405.41
17956,2024-05-14,1045,105,1,2,26.09,Add-on,42.42,0.09,77.2,52.18,25.02
17957,2025-10-18,1059,106,2,2,39.99,Subscription,64.54,0.092,117.2,79.98,37.22
17958,2024-05-06,1095,103,5,5,29.42,Services,58.72,0.0,293.6,147.1,146.5
17959,2026-01-07,1268,108,1,4,54.67,Services,72.97,0.057,275.24,218.68,56.56
17960,2024-03-11,1030,117,1,3,64.14,Add-on,104.45,0.033,303.01,192.42,110.59
17961,2024-09-29,1115,113,3,3,47.13,Services,58.11,0.123,152.89,141.39,11.5
17962,2024-07-05,1061,105,1,3,26.09,Add-on,48.84,0.01,145.05,78.27,66.78
17963,2024-01-03,1145,119,1,4,10.34,Services,14.09,0.095,51.01,41.36,9.65
17964,2024-10-11,1052,101,4,6,116.54,Add-on,207.46,0.097,1124.02,699.24,424.78
17965,2024-01-22,1050,103,3,2,29.42,Services,47.09,0.0,94.18,58.84,35.34
17966,2024-06-14,1168,114,3,3,57.45,Add-on,120.2,0.079,332.11,172.35,159.76
17967,2024-11-05,1194,102,4,4,100.73,Subscription,169.76,0.056,641.01,402.92,238.09
17968,2025-04-21,1082,103,3,3,29.42,Services,58.85,0.065,165.07,88.26,76.81
17969,2025-05-12,1133,103,5,4,29.42,Services,61.81,0.13,215.1,117.68,97.42
17970,2025-03-09,1267,114,2,2,57.45,Add-on,69.62,0.017,136.87,114.9,21.97
17971,2026-01-27,1080,110,5,2,75.36,Services,105.73,0.207,167.69,150.72,16.97
17972,2024-08-21,1218,116,5,1,27.96,Add-on,35.85,0.075,33.16,27.96,5.2
17973,2025-10-31,1001,114,3,2,57.45,Add-on,73.34,0.052,139.05,114.9,24.15
17974,2025-10-24,1250,102,1,3,100.73,Subscription,118.52,0.06,334.23,302.19,32.04
17975,2025-12-25,1235,109,1,2,38.49,Hardware,66.79,0.026,130.11,76.98,53.13
17976,2025-01-10,1155,103,5,6,29.42,Services,42.79,0.127,224.13,176.52,47.61
17977,2025-12-30,1036,112,2,6,38.6,Services,61.38,0.077,339.92,231.6,108.32
17978,2024-09-02,1228,101,5,2,116.54,Add-on,210.59,0.0,421.18,233.08,188.1
17979,2024-10-29,1144,105,3,3,26.09,Add-on,45.61,0.01,135.46,78.27,57.19
17980,2025-02-08,1055,118,2,2,73.13,Add-on,118.26,0.036,228.01,146.26,81.75
17981,2026-02-26,1120,107,3,4,65.35,Subscription,115.74,0.041,443.98,261.4,182.58
17982,2025-10-24,1210,105,4,2,26.09,Add-on,34.57,0.061,64.92,52.18,12.74
17983,2025-12-08,1259,119,5,5,10.34,Services,17.39,0.052,82.43,51.7,30.73
17984,2024-01-21,1102,113,4,3,47.13,Services,101.82,0.059,287.44,141.39,146.05
17985,2024-09-13,1234,107,1,2,65.35,Subscription,140.02,0.117,247.28,130.7,116.58
17986,2025-02-02,1037,105,3,2,26.09,Add-on,51.83,0.122,91.01,52.18,38.83
17987,2025-06-12,1107,111,5,2,21.04,Services,37.69,0.0,75.38,42.08,33.3
17988,2024-02-20,1223,108,2,4,54.67,Services,84.69,0.118,298.79,218.68,80.11
17989,2025-03-22,1292,106,1,2,39.99,Subscription,51.66,0.041,99.08,79.98,19.1
17990,2024-09-26,1183,112,4,5,38.6,Services,79.53,0.0,397.65,193.0,204.65
17991,2025-08-17,1154,115,1,2,95.3,Subscription,189.95,0.074,351.79,190.6,161.19
17992,2025-09-27,1031,107,1,3,65.35,Subscription,104.47,0.008,310.9,196.05,114.85
17993,2024-09-18,1233,113,1,2,47.13,Services,83.17,0.121,146.21,94.26,51.95
17994,2024-12-30,1249,115,3,4,95.3,Subscription,164.26,0.146,561.11,381.2,179.91
17995,2024-02-18,1057,119,3,4,10.34,Services,13.07,0.124,45.8,41.36,4.44
17996,2025-06-01,1162,105,5,4,26.09,Add-on,50.22,0.223,156.08,104.36,51.72
17997,2025-09-20,1016,103,5,6,29.42,Services,44.3,0.127,232.04,176.52,55.52
17998,2024-04-27,1253,103,3,1,29.42,Services,47.12,0.145,40.29,29.42,10.87
17999,2025-03-28,1145,102,1,1,100.73,Subscription,176.45,0.042,169.04,100.73,68.31
18000,2026-02-13,1228,109,5,3,38.49,Hardware,83.49,0.0,250.47,115.47,135.0
18001,2025-10-02,1239,105,5,3,26.09,Add-on,46.74,0.12,123.39,78.27,45.12
18002,2025-01-31,1285,117,5,5,64.14,Add-on,93.55,0.0,467.75,320.7,147.05
18003,2025-11-13,1015,112,5,4,38.6,Services,45.33,0.122,159.2,154.4,4.8
18004,2024-01-27,1074,110,4,5,75.36,Services,111.05,0.142,476.4,376.8,99.6
18005,2025-12-11,1259,103,5,4,29.42,Services,51.56,0.023,201.5,117.68,83.82
18006,2025-01-06,1003,107,5,1,65.35,Subscription,111.44,0.077,102.86,65.35,37.51
18007,2024-04-06,1250,102,1,5,100.73,Subscription,200.37,0.08,921.7,503.65,418.05
18008,2025-06-12,1084,111,3,7,21.04,Services,24.34,0.098,153.68,147.28,6.4
18009,2025-11-15,1062,112,1,4,38.6,Services,82.0,0.087,299.46,154.4,145.06
18010,2025-09-04,1099,110,5,2,75.36,Services,152.22,0.002,303.83,150.72,153.11
18011,2024-07-04,1242,108,2,3,54.67,Services,75.77,0.111,202.08,164.01,38.07
18012,2025-11-26,1294,103,5,4,29.42,Services,37.03,0.042,141.9,117.68,24.22
18013,2024-08-02,1161,110,1,2,75.36,Services,143.87,0.039,276.52,150.72,125.8
18014,2024-09-07,1177,107,5,3,65.35,Subscription,112.53,0.049,321.05,196.05,125.0
18015,2024-08-03,1251,117,4,6,64.14,Add-on,125.72,0.0,754.32,384.84,369.48
18016,2024-01-29,1041,102,1,4,100.73,Subscription,136.24,0.007,541.15,402.92,138.23
18017,2024-04-11,1241,103,4,3,29.42,Services,52.12,0.04,150.11,88.26,61.85
18018,2024-05-02,1090,116,3,5,27.96,Add-on,58.82,0.0,294.1,139.8,154.3
18019,2024-02-23,1027,115,5,4,95.3,Subscription,207.71,0.01,822.53,381.2,441.33
18020,2024-10-09,1154,106,1,3,39.99,Subscription,77.51,0.015,229.04,119.97,109.07
18021,2025-09-05,1118,101,1,1,116.54,Add-on,255.29,0.031,247.38,116.54,130.84
18022,2024-04-26,1219,104,3,4,25.91,Services,55.92,0.111,198.85,103.64,95.21
18023,2025-09-07,1263,100,2,3,7.37,Services,15.95,0.092,43.45,22.11,21.34
18024,2025-07-10,1120,112,3,2,38.6,Services,61.13,0.009,121.16,77.2,43.96
18025,2024-04-23,1045,111,1,3,21.04,Services,26.96,0.051,76.76,63.12,13.64
18026,2025-06-26,1279,118,3,4,73.13,Add-on,94.51,0.047,360.27,292.52,67.75
18027,2025-11-06,1114,107,5,2,65.35,Subscription,81.09,0.006,161.21,130.7,30.51
18028,2025-12-01,1167,107,4,6,65.35,Subscription,75.17,0.095,408.17,392.1,16.07
18029,2024-10-19,1245,111,1,6,21.04,Services,32.94,0.036,190.52,126.24,64.28
18030,2024-07-13,1279,103,3,2,29.42,Services,63.84,0.0,127.68,58.84,68.84
18031,2024-10-18,1233,106,1,5,39.99,Subscription,49.25,0.164,205.86,199.95,5.91
18032,2024-09-17,1021,115,3,3,95.3,Subscription,162.95,0.135,422.86,285.9,136.96
18033,2024-07-25,1201,117,3,4,64.14,Add-on,129.32,0.098,466.59,256.56,210.03
18034,2025-07-17,1067,105,5,4,26.09,Add-on,56.27,0.0,225.08,104.36,120.72
18035,2024-02-18,1135,117,3,3,64.14,Add-on,117.83,0.125,309.3,192.42,116.88
18036,2024-01-06,1230,103,4,5,29.42,Services,61.65,0.124,270.03,147.1,122.93
18037,2025-01-13,1057,108,3,4,54.67,Services,89.78,0.056,339.01,218.68,120.33
18038,2025-01-28,1014,112,3,4,38.6,Services,54.61,0.099,196.81,154.4,42.41
18039,2024-08-11,1263,118,2,1,73.13,Add-on,90.15,0.008,89.43,73.13,16.3
18040,2024-01-23,1169,111,2,3,21.04,Services,31.87,0.062,89.68,63.12,26.56
18041,2025-10-18,1290,115,5,3,95.3,Subscription,168.34,0.061,474.21,285.9,188.31
18042,2024-04-19,1168,104,3,1,25.91,Services,56.52,0.0,56.52,25.91,30.61
18043,2025-12-24,1047,101,5,2,116.54,Add-on,159.48,0.069,296.95,233.08,63.87
18044,2025-07-06,1095,102,5,5,100.73,Subscription,174.01,0.037,837.86,503.65,334.21
18045,2025-02-02,1043,112,5,1,38.6,Services,66.36,0.024,64.77,38.6,26.17
18046,2024-06-20,1239,106,5,1,39.99,Subscription,51.94,0.055,49.08,39.99,9.09
18047,2025-11-28,1290,112,5,2,38.6,Services,45.46,0.004,90.56,77.2,13.36
18048,2025-12-26,1282,115,3,3,95.3,Subscription,205.85,0.05,586.67,285.9,300.77
18049,2024-11-01,1069,113,4,3,47.13,Services,101.78,0.063,286.1,141.39,144.71
18050,2025-07-17,1252,117,5,2,64.14,Add-on,98.85,0.121,173.78,128.28,45.5
18051,2025-08-04,1065,112,3,3,38.6,Services,52.63,0.0,157.89,115.8,42.09
18052,2025-12-08,1284,113,4,2,47.13,Services,94.02,0.109,167.54,94.26,73.28
18053,2024-05-30,1030,108,1,2,54.67,Services,71.7,0.0,143.4,109.34,34.06
18054,2025-03-03,1213,107,1,6,65.35,Subscription,133.64,0.029,778.59,392.1,386.49
18055,2025-09-12,1180,104,1,3,25.91,Services,41.73,0.0,125.19,77.73,47.46
18056,2025-04-11,1201,106,3,1,39.99,Subscription,50.43,0.07,46.9,39.99,6.91
18057,2025-09-21,1067,115,5,2,95.3,Subscription,207.01,0.083,379.66,190.6,189.06
18058,2025-08-29,1024,109,1,6,38.49,Hardware,46.22,0.105,248.2,230.94,17.26
18059,2026-02-06,1247,102,4,3,100.73,Subscription,155.8,0.05,444.03,302.19,141.84
18060,2025-07-09,1159,116,2,1,27.96,Add-on,50.13,0.008,49.73,27.96,21.77
18061,2024-03-07,1279,109,3,4,38.49,Hardware,52.27,0.079,192.56,153.96,38.6
18062,2024-06-04,1256,110,4,2,75.36,Services,136.56,0.059,257.01,150.72,106.29
18063,2024-07-24,1110,119,2,2,10.34,Services,17.47,0.13,30.4,20.68,9.72
18064,2026-02-24,1046,109,1,2,38.49,Hardware,66.71,0.093,121.01,76.98,44.03
18065,2024-06-03,1178,117,5,5,64.14,Add-on,97.28,0.037,468.4,320.7,147.7
18066,2025-11-21,1035,100,2,3,7.37,Services,15.54,0.144,39.91,22.11,17.8
18067,2025-05-23,1197,103,1,5,29.42,Services,58.44,0.0,292.2,147.1,145.1
18068,2025-07-25,1041,102,1,3,100.73,Subscription,159.17,0.085,436.92,302.19,134.73
18069,2024-03-14,1089,119,1,3,10.34,Services,19.35,0.02,56.89,31.02,25.87
18070,2024-02-18,1067,105,5,2,26.09,Add-on,37.95,0.126,66.34,52.18,14.16
18071,2026-02-21,1069,105,4,5,26.09,Add-on,54.66,0.105,244.6,130.45,114.15
18072,2025-04-11,1109,116,4,5,27.96,Add-on,47.97,0.036,231.22,139.8,91.42
18073,2025-08-07,1021,118,3,3,73.13,Add-on,126.47,0.106,339.19,219.39,119.8
18074,2025-12-08,1276,116,1,3,27.96,Add-on,32.49,0.126,85.19,83.88,1.31
18075,2024-06-27,1194,116,4,4,27.96,Add-on,50.96,0.073,188.96,111.84,77.12
18076,2024-02-17,1044,116,3,5,27.96,Add-on,32.97,0.14,141.77,139.8,1.97
18077,2024-03-12,1110,102,2,4,100.73,Subscription,188.39,0.011,745.27,402.92,342.35
18078,2024-04-22,1208,113,4,3,47.13,Services,76.8,0.054,217.96,141.39,76.57
18079,2026-01-26,1229,101,2,1,116.54,Add-on,197.27,0.0,101.21,116.54,-15.33
18080,2024-06-07,1177,103,5,5,29.42,Services,62.9,0.0,314.5,147.1,167.4
18081,2026-02-24,1249,117,3,2,64.14,Add-on,135.75,0.091,246.79,128.28,118.51
18082,2026-02-18,1010,101,4,2,116.54,Add-on,140.7,0.061,264.23,233.08,31.15
18083,2024-01-30,1251,111,4,1,21.04,Services,45.17,0.174,37.31,21.04,16.27
18084,2024-04-06,1234,114,1,1,57.45,Add-on,71.52,0.062,67.09,57.45,9.64
18085,2024-09-07,1135,112,3,2,38.6,Services,56.71,0.038,109.11,77.2,31.91
18086,2025-06-02,1253,110,3,2,75.36,Services,131.71,0.019,258.42,150.72,107.7
18087,2024-04-01,1053,106,2,2,39.99,Subscription,75.48,0.056,142.51,79.98,62.53
18088,2024-04-22,1128,108,5,2,54.67,Services,110.07,0.0,220.14,109.34,110.8
18089,2024-09-15,1225,114,2,3,57.45,Add-on,97.29,0.0,291.87,172.35,119.52
18090,2024-04-16,1019,102,2,4,100.73,Subscription,149.66,0.108,533.99,402.92,131.07
18091,2025-07-28,1099,109,5,2,38.49,Hardware,66.12,0.041,126.82,76.98,49.84
18092,2025-01-24,1289,107,4,6,65.35,Subscription,81.17,0.035,469.97,392.1,77.87
18093,2024-12-23,1056,105,2,3,26.09,Add-on,33.14,0.07,92.46,78.27,14.19
18094,2026-02-21,1225,113,2,4,47.13,Services,85.92,0.002,342.99,188.52,154.47
18095,2024-07-17,1140,105,5,3,26.09,Add-on,39.9,0.174,98.87,78.27,20.6
18096,2025-03-02,1124,118,4,3,73.13,Add-on,87.69,0.045,251.23,219.39,31.84
18097,2025-04-22,1051,108,3,3,54.67,Services,96.59,0.067,270.36,164.01,106.35
18098,2025-05-17,1133,108,5,2,54.67,Services,117.36,0.008,232.84,109.34,123.5
18099,2025-10-19,1291,119,1,4,10.34,Services,15.8,0.053,59.85,41.36,18.49
18100,2025-07-26,1152,115,4,1,95.3,Subscription,163.8,0.011,162.0,95.3,66.7
18101,2024-04-29,1185,112,1,3,38.6,Services,83.38,0.086,228.63,115.8,112.83
18102,2025-07-26,1238,112,1,5,38.6,Services,54.44,0.14,234.09,193.0,41.09
18103,2024-11-04,1182,111,5,3,21.04,Services,42.14,0.105,113.15,63.12,50.03
18104,2025-06-21,1002,119,1,4,10.34,Services,14.82,0.057,55.9,41.36,14.54
18105,2025-09-18,1283,101,2,1,116.54,Add-on,239.1,0.006,237.67,116.54,121.13
18106,2025-04-19,1195,103,1,1,29.42,Services,39.7,0.088,36.21,29.42,6.79
18107,2025-07-05,1165,106,2,5,39.99,Subscription,54.37,0.0,271.85,199.95,71.9
18108,2024-12-09,1289,118,4,3,73.13,Add-on,86.1,0.116,228.34,219.39,8.95
18109,2025-09-19,1140,102,5,3,100.73,Subscription,133.42,0.091,363.84,302.19,61.65
18110,2024-05-15,1110,110,2,2,75.36,Services,115.28,0.0,230.56,150.72,79.84
18111,2024-10-03,1260,118,5,1,73.13,Add-on,124.34,0.078,114.64,73.13,41.51
18112,2025-06-16,1187,113,3,3,47.13,Services,98.2,0.066,275.16,141.39,133.77
18113,2024-01-31,1272,116,1,2,27.96,Add-on,50.64,0.0,101.28,55.92,45.36
18114,2024-09-03,1184,104,3,3,25.91,Services,42.11,0.074,116.98,77.73,39.25
18115,2025-02-14,1286,113,1,2,47.13,Services,100.39,0.0,200.78,94.26,106.52
18116,2024-01-27,1091,106,3,3,39.99,Subscription,61.6,0.04,177.41,119.97,57.44
18117,2024-03-13,1193,111,3,3,21.04,Services,26.55,0.0,79.65,63.12,16.53
18118,2024-04-06,1046,116,1,3,27.96,Add-on,59.94,0.05,170.83,83.88,86.95
18119,2025-11-03,1143,119,3,2,10.34,Services,18.54,0.017,36.45,20.68,15.77
18120,2024-12-11,1148,117,2,4,64.14,Add-on,130.37,0.09,474.55,256.56,217.99
18121,2025-04-20,1119,100,1,1,7.37,Services,8.98,0.061,8.43,7.37,1.06
18122,2024-10-26,1133,110,5,3,75.36,Services,161.73,0.154,410.47,226.08,184.39
18123,2024-10-25,1196,103,3,1,29.42,Services,64.1,0.065,59.93,29.42,30.51
18124,2024-10-13,1036,111,2,2,21.04,Services,24.45,0.042,46.85,42.08,4.77
18125,2025-03-24,1186,104,3,6,25.91,Services,45.61,0.0,273.66,155.46,118.2
18126,2024-07-30,1212,114,4,2,57.45,Add-on,91.05,0.0,182.1,114.9,67.2
18127,2024-03-16,1109,119,4,6,10.34,Services,17.43,0.027,101.76,62.04,39.72
18128,2025-02-04,1186,102,3,2,100.73,Subscription,134.76,0.054,254.97,201.46,53.51
18129,2025-10-16,1077,114,2,2,57.45,Add-on,112.36,0.084,205.84,114.9,90.94
18130,2024-02-03,1297,107,4,3,65.35,Subscription,93.19,0.037,269.23,196.05,73.18
18131,2025-05-12,1124,110,4,1,75.36,Services,136.28,0.08,125.38,75.36,50.02
18132,2025-05-30,1001,111,3,5,21.04,Services,26.74,0.104,119.8,105.2,14.6
18133,2024-11-23,1070,102,2,4,100.73,Subscription,173.99,0.092,631.93,402.92,229.01
18134,2024-04-07,1211,105,1,2,26.09,Add-on,41.77,0.009,82.79,52.18,30.61
18135,2024-12-31,1007,107,3,1,65.35,Subscription,82.76,0.131,71.92,65.35,6.57
18136,2025-12-29,1183,106,4,6,39.99,Subscription,47.85,0.009,145.98,239.94,-93.96
18137,2025-04-07,1163,116,2,4,27.96,Add-on,57.21,0.095,207.1,111.84,95.26
18138,2024-01-28,1268,115,1,4,95.3,Subscription,163.71,0.115,579.53,381.2,198.33
18139,2025-12-13,1294,116,5,6,27.96,Add-on,51.96,0.119,274.66,167.76,106.9
18140,2025-01-20,1080,112,5,1,38.6,Services,72.1,0.059,67.85,38.6,29.25
18141,2024-09-29,1261,103,3,3,29.42,Services,42.56,0.0,127.68,88.26,39.42
18142,2024-05-06,1274,109,1,3,38.49,Hardware,73.67,0.0,221.01,115.47,105.54
18143,2024-07-20,1104,115,5,2,95.3,Subscription,113.44,0.09,206.46,190.6,15.86
18144,2025-06-04,1027,118,5,3,73.13,Add-on,89.88,0.031,261.28,219.39,41.89
18145,2024-10-13,1046,106,1,4,39.99,Subscription,52.5,0.054,198.66,159.96,38.7
18146,2025-03-25,1054,117,2,3,64.14,Add-on,110.15,0.058,311.28,192.42,118.86
18147,2024-03-28,1078,112,5,5,38.6,Services,79.18,0.083,363.04,193.0,170.04
18148,2024-11-13,1000,103,3,6,29.42,Services,48.1,0.074,267.24,176.52,90.72
18149,2024-01-19,1167,117,4,2,64.14,Add-on,121.71,0.031,235.87,128.28,107.59
18150,2025-08-15,1022,115,1,3,95.3,Subscription,141.98,0.097,384.62,285.9,98.72
18151,2024-04-16,1227,117,2,2,64.14,Add-on,90.64,0.087,165.51,128.28,37.23
18152,2025-04-02,1297,115,4,1,95.3,Subscription,191.17,0.067,178.36,95.3,83.06
18153,2024-11-06,1259,108,5,6,54.67,Services,78.62,0.104,422.66,328.02,94.64
18154,2025-02-15,1263,101,2,2,116.54,Add-on,185.35,0.099,334.0,233.08,100.92
18155,2026-01-11,1163,105,2,3,26.09,Add-on,53.08,0.121,139.97,78.27,61.7
18156,2025-09-15,1009,105,5,2,26.09,Add-on,46.42,0.091,84.39,52.18,32.21
18157,2026-01-01,1115,105,3,3,26.09,Add-on,46.44,0.067,129.99,78.27,51.72
18158,2025-09-26,1157,113,1,1,47.13,Services,58.88,0.078,54.29,47.13,7.16
18159,2025-05-12,1271,110,5,4,75.36,Services,107.2,0.083,393.21,301.44,91.77
18160,2024-08-31,1157,116,1,2,27.96,Add-on,42.89,0.083,78.66,55.92,22.74
18161,2025-11-20,1201,103,3,2,29.42,Services,48.85,0.023,95.45,58.84,36.61
18162,2025-07-30,1120,103,3,4,29.42,Services,52.34,0.092,190.1,117.68,72.42
18163,2025-01-14,1138,118,3,5,73.13,Add-on,87.61,0.09,398.63,365.65,32.98
18164,2025-05-29,1161,115,1,2,95.3,Subscription,203.89,0.0,407.78,190.6,217.18
18165,2024-07-25,1207,107,3,3,65.35,Subscription,137.51,0.028,400.98,196.05,204.93
18166,2025-01-28,1054,118,2,1,73.13,Add-on,149.4,0.0,149.4,73.13,76.27
18167,2024-01-21,1259,119,5,2,10.34,Services,18.02,0.086,32.94,20.68,12.26
18168,2025-06-10,1043,100,5,4,7.37,Services,13.45,0.089,49.01,29.48,19.53
18169,2024-12-08,1158,103,4,5,29.42,Services,57.08,0.034,275.7,147.1,128.6
18170,2025-12-18,1097,111,3,3,21.04,Services,28.15,0.07,78.54,63.12,15.42
18171,2024-07-20,1025,118,1,1,73.13,Add-on,157.7,0.016,155.18,73.13,82.05
18172,2024-04-29,1197,101,1,3,116.54,Add-on,219.81,0.08,606.68,349.62,257.06
18173,2025-10-10,1096,105,2,2,26.09,Add-on,32.87,0.029,63.83,52.18,11.65
18174,2025-01-23,1238,119,1,3,10.34,Services,17.86,0.007,53.2,31.02,22.18
18175,2025-06-20,1011,102,1,5,100.73,Subscription,140.05,0.144,599.41,503.65,95.76
18176,2024-08-21,1044,102,3,2,100.73,Subscription,141.39,0.019,277.41,201.46,75.95
18177,2025-09-24,1008,100,1,3,7.37,Services,14.02,0.077,38.82,22.11,16.71
18178,2025-08-24,1000,108,3,1,54.67,Services,87.25,0.058,82.19,54.67,27.52
18179,2024-11-15,1209,106,1,5,39.99,Subscription,50.66,0.079,233.29,199.95,33.34
18180,2025-12-12,1053,108,2,3,54.67,Services,71.61,0.127,187.55,164.01,23.54
18181,2024-06-28,1103,100,2,2,7.37,Services,9.16,0.056,17.29,14.74,2.55
18182,2025-01-02,1151,107,2,2,65.35,Subscription,77.23,0.092,140.25,130.7,9.55
18183,2024-03-16,1009,117,5,4,64.14,Add-on,130.49,0.034,504.21,256.56,247.65
18184,2025-10-10,1039,102,2,3,100.73,Subscription,121.82,0.131,317.58,302.19,15.39
18185,2025-10-11,1043,116,5,1,27.96,Add-on,46.7,0.037,44.97,27.96,17.01
18186,2025-05-10,1267,106,2,4,39.99,Subscription,47.35,0.045,180.88,159.96,20.92
18187,2025-06-05,1277,110,2,1,75.36,Services,145.38,0.078,134.04,75.36,58.68
18188,2024-07-19,1154,104,1,5,25.91,Services,31.3,0.091,142.26,129.55,12.71
18189,2024-12-11,1081,112,3,4,38.6,Services,46.78,0.0,187.12,154.4,32.72
18190,2025-04-27,1196,110,3,3,75.36,Services,115.36,0.0,346.08,226.08,120.0
18191,2024-08-06,1051,102,3,3,100.73,Subscription,154.03,0.0,462.09,302.19,159.9
18192,2024-02-29,1222,112,2,1,38.6,Services,55.22,0.0,55.22,38.6,16.62
18193,2025-10-20,1058,119,3,2,10.34,Services,22.16,0.048,42.19,20.68,21.51
18194,2025-09-10,1293,105,5,1,26.09,Add-on,38.94,0.077,35.94,26.09,9.85
18195,2025-07-03,1275,114,1,1,57.45,Add-on,73.36,0.125,64.19,57.45,6.74
18196,2025-10-07,1275,101,1,4,116.54,Add-on,251.43,0.018,987.62,466.16,521.46
18197,2024-08-08,1109,101,4,6,116.54,Add-on,210.39,0.075,1167.66,699.24,468.42
18198,2025-05-16,1029,113,4,2,47.13,Services,54.21,0.034,104.73,94.26,10.47
18199,2024-05-12,1106,101,1,5,116.54,Add-on,175.28,0.018,860.62,582.7,277.92
18200,2024-02-22,1296,104,1,3,25.91,Services,54.3,0.126,142.37,77.73,64.64
18201,2025-03-25,1094,115,2,3,95.3,Subscription,166.31,0.046,475.98,285.9,190.08
18202,2024-03-02,1284,107,4,2,65.35,Subscription,96.96,0.112,172.2,130.7,41.5
18203,2024-01-23,1206,107,4,4,65.35,Subscription,86.43,0.096,312.53,261.4,51.13
18204,2024-02-13,1171,110,5,2,75.36,Services,142.99,0.001,285.69,150.72,134.97
18205,2025-07-11,1078,112,5,3,38.6,Services,66.91,0.069,186.88,115.8,71.08
18206,2025-10-20,1249,114,3,6,57.45,Add-on,113.53,0.096,615.79,344.7,271.09
18207,2025-12-28,1217,103,4,2,29.42,Services,52.27,0.086,95.55,58.84,36.71
18208,2024-02-16,1056,107,2,2,65.35,Subscription,130.28,0.035,251.44,130.7,120.74
18209,2024-01-24,1146,115,5,2,95.3,Subscription,135.81,0.077,250.71,190.6,60.11
18210,2025-10-18,1233,115,1,1,95.3,Subscription,128.06,0.061,120.25,95.3,24.95
18211,2024-03-29,1016,109,5,3,38.49,Hardware,68.94,0.004,205.99,115.47,90.52
18212,2024-06-22,1196,101,3,1,116.54,Add-on,223.11,0.031,216.19,116.54,99.65
18213,2025-07-29,1188,117,5,2,64.14,Add-on,139.18,0.068,259.43,128.28,131.15
18214,2024-04-28,1131,115,4,2,95.3,Subscription,171.69,0.097,310.07,190.6,119.47
18215,2026-01-04,1247,103,4,2,29.42,Services,56.41,0.035,108.87,58.84,50.03
18216,2025-10-29,1149,119,1,6,10.34,Services,15.92,0.07,88.83,62.04,26.79
18217,2024-06-26,1201,118,3,3,73.13,Add-on,137.89,0.006,411.19,219.39,191.8
18218,2024-12-07,1212,107,4,4,65.35,Subscription,128.21,0.103,460.02,261.4,198.62
18219,2025-07-21,1216,119,3,4,10.34,Services,16.02,0.115,56.71,41.36,15.35
18220,2024-02-28,1005,107,2,2,65.35,Subscription,135.0,0.025,263.25,130.7,132.55
18221,2025-03-13,1157,113,1,2,47.13,Services,84.64,0.1,152.35,94.26,58.09
18222,2025-03-03,1074,115,4,2,95.3,Subscription,112.69,0.074,208.7,190.6,18.1
18223,2025-03-01,1250,105,1,1,26.09,Add-on,36.79,0.027,35.8,26.09,9.71
18224,2025-01-15,1045,117,1,5,64.14,Add-on,122.34,0.14,526.06,320.7,205.36
18225,2025-04-30,1228,107,5,2,65.35,Subscription,110.25,0.158,185.66,130.7,54.96
18226,2026-01-01,1181,118,5,2,73.13,Add-on,117.97,0.011,233.34,146.26,87.08
18227,2024-07-03,1082,103,3,4,29.42,Services,63.78,0.057,240.58,117.68,122.9
18228,2025-07-12,1144,103,3,6,29.42,Services,46.21,0.0,277.26,176.52,100.74
18229,2025-04-04,1049,106,2,3,39.99,Subscription,51.05,0.057,144.42,119.97,24.45
18230,2024-04-11,1099,107,5,3,65.35,Subscription,100.19,0.019,294.86,196.05,98.81
18231,2025-07-09,1219,108,3,2,54.67,Services,118.24,0.074,218.98,109.34,109.64
18232,2024-01-15,1138,100,3,1,7.37,Services,15.41,0.051,14.62,7.37,7.25
