EmployeeKey,Age,AttritionFlag,CommuteMiles,Department,Gender,JobRole,JobSatisfaction,MonthlySalary,OvertimeFlag,PerformanceRating,TenureYears,TrainingHoursMonthly,YearsSincePromotion,HireDate,TerminationDate,SnapshotDate
100738,36,0,38,Operations,Female,Coordinator,3,9273.68,0,1,10,16,8,2016-03-02,,2026-09-01
100739,49,0,33,HR,Male,HR Manager,4,14183.04,0,3,19,16,3,2006-09-09,,2026-09-01
100740,60,0,36,Finance,Female,Financial Analyst,5,6862.73,1,1,0,22,0,2026-04-13,,2026-09-01
100741,26,0,23,HR,Male,HR Specialist,2,10520.39,0,1,14,16,7,2011-11-27,,2026-09-01
100742,30,0,2,Operations,Male,Operations Manager,4,5136.8,0,3,18,5,15,2008-03-29,,2026-09-01
100743,27,0,24,Customer Support,Male,Customer Success Manager,4,14295.53,1,4,3,4,2,2023-01-24,,2026-09-01
100744,39,0,30,HR,Female,Recruiter,3,13436.1,0,5,4,16,0,2022-01-23,,2026-09-01
100745,35,0,35,Sales,Male,Account Executive,3,8253.52,0,2,4,12,4,2022-01-24,,2026-09-01
100746,61,0,11,HR,Female,HR Manager,2,9526.37,1,3,20,15,18,2006-02-10,,2026-09-01
100747,50,0,11,Sales,Female,Account Executive,5,14398.94,0,4,17,15,12,2008-09-05,,2026-09-01
100748,34,0,13,Finance,Male,Accountant,4,5699.99,0,2,3,5,2,2023-01-04,,2026-09-01
100749,30,0,10,HR,Female,Recruiter,5,8334.97,1,2,2,4,0,2024-04-07,,2026-09-01
100750,64,1,29,Customer Support,Female,Customer Success Manager,1,12176.54,0,2,17,23,14,2009-01-02,2026-08-20,2026-09-01
100751,46,1,37,Engineering,Male,Software Engineer,3,8529.18,1,1,14,18,8,2012-07-31,2025-10-17,2026-09-01
100752,26,1,5,HR,Female,HR Specialist,1,6903.81,1,4,7,19,3,2019-02-18,2025-12-24,2026-09-01
100753,22,0,16,HR,Female,HR Specialist,1,5565.34,0,3,6,1,0,2020-07-15,,2026-09-01
100754,54,0,15,Engineering,Male,Data Analyst,2,8692.45,0,1,14,8,1,2011-12-11,,2026-09-01
100755,53,0,16,Operations,Female,Coordinator,4,5908.71,0,4,5,5,1,2021-06-20,,2026-09-01
100756,21,1,26,Finance,Male,Accountant,2,11821.82,0,3,19,3,6,2007-01-10,2025-10-23,2026-09-01
100757,46,0,14,Operations,Female,Operations Manager,2,6648.92,1,1,20,13,3,2005-10-31,,2026-09-01
100758,39,0,25,Engineering,Male,QA Engineer,2,14379.55,0,1,15,3,8,2010-10-27,,2026-09-01
100759,46,0,34,HR,Female,HR Manager,1,9608.55,0,5,3,19,3,2022-10-30,,2026-09-01
100760,29,0,10,Operations,Male,Operations Analyst,1,11208.09,0,3,9,23,8,2017-02-06,,2026-09-01
100761,52,0,35,HR,Female,HR Manager,2,13030.2,0,3,18,20,18,2008-03-06,,2026-09-01
100762,37,0,39,Engineering,Male,Software Engineer,3,4422.31,1,1,14,3,11,2012-01-24,,2026-09-01
100763,26,0,33,Finance,Female,Finance Manager,3,4715.55,0,1,0,10,0,2026-08-25,,2026-09-01
100764,27,0,10,Sales,Female,Account Executive,4,4727.57,0,2,16,16,15,2009-12-23,,2026-09-01
100765,52,0,33,HR,Female,HR Manager,2,4453.4,0,2,5,13,0,2021-07-29,,2026-09-01
100766,59,0,20,Engineering,Male,Data Analyst,5,13348.8,1,4,9,15,2,2017-04-27,,2026-09-01
100767,54,0,35,HR,Male,Recruiter,1,5101.34,0,3,6,14,5,2019-09-03,,2026-09-01
100768,49,0,5,HR,Male,HR Manager,4,3755.42,0,2,20,17,1,2006-07-05,,2026-09-01
100769,57,0,23,HR,Male,HR Manager,4,12273.97,1,2,4,19,3,2021-11-15,,2026-09-01
100770,27,0,31,Engineering,Male,QA Engineer,3,11769.96,0,4,7,18,6,2019-04-27,,2026-09-01
100771,61,0,14,Operations,Female,Operations Analyst,3,3987.0,0,1,6,3,1,2020-03-04,,2026-09-01
100772,65,1,7,Engineering,Female,Software Engineer,3,6921.97,0,3,0,11,0,2025-12-11,2025-11-07,2026-09-01
100773,41,0,36,Operations,Male,Coordinator,4,4254.27,0,4,9,11,9,2017-08-13,,2026-09-01
100774,61,0,9,Customer Support,Male,Support Lead,5,3655.73,0,3,12,18,2,2013-09-08,,2026-09-01
100775,46,0,18,Finance,Female,Accountant,3,7671.92,0,1,12,11,10,2013-10-23,,2026-09-01
100776,57,0,16,Customer Support,Male,Support Specialist,4,9512.43,1,5,20,13,20,2005-09-28,,2026-09-01
100777,24,0,21,HR,Female,HR Manager,1,9706.37,0,5,7,15,6,2019-08-16,,2026-09-01
100778,54,0,14,Customer Support,Female,Customer Success Manager,3,12625.77,0,1,11,11,5,2014-10-28,,2026-09-01
100779,26,0,6,HR,Female,HR Specialist,5,9043.47,1,1,15,16,13,2011-06-14,,2026-09-01
100780,51,0,30,Engineering,Female,Software Engineer,2,5129.59,0,3,14,6,7,2012-05-26,,2026-09-01
100781,43,0,30,HR,Female,HR Manager,4,10780.34,1,5,11,24,11,2015-03-09,,2026-09-01
100782,44,1,36,HR,Female,Recruiter,3,12106.21,1,3,18,23,15,2008-06-11,2026-03-15,2026-09-01
100783,46,0,29,HR,Female,HR Specialist,4,12813.8,0,2,13,22,11,2013-01-14,,2026-09-01
100784,64,0,23,Operations,Female,Coordinator,3,4708.73,0,4,14,7,10,2012-07-29,,2026-09-01
100785,52,1,36,HR,Female,Recruiter,3,11087.08,0,1,14,12,14,2012-05-02,2026-08-24,2026-09-01
100786,65,0,27,Operations,Male,Operations Manager,4,7877.36,0,5,2,12,0,2024-01-18,,2026-09-01
100787,53,1,8,HR,Female,Recruiter,1,12078.03,0,1,13,18,6,2013-04-13,2026-07-07,2026-09-01
100788,55,0,8,Engineering,Female,Data Analyst,5,14072.7,1,1,0,21,0,2026-04-11,,2026-09-01
100789,59,0,6,HR,Male,Recruiter,1,3454.81,0,4,14,12,7,2011-10-02,,2026-09-01
100790,53,0,29,Sales,Male,Sales Manager,5,6001.64,1,4,20,12,11,2005-11-03,,2026-09-01
100791,34,1,40,HR,Female,HR Specialist,1,8495.76,1,3,11,0,3,2015-03-22,2025-09-22,2026-09-01
100792,21,0,15,Engineering,Male,BI Developer,2,10715.86,0,5,8,16,4,2017-12-17,,2026-09-01
100793,41,0,11,HR,Female,HR Specialist,2,3746.87,0,5,18,24,17,2008-03-08,,2026-09-01
100794,32,0,6,HR,Male,HR Specialist,2,8709.67,0,3,20,3,20,2006-07-27,,2026-09-01
100795,35,0,37,Engineering,Female,BI Developer,1,4919.57,0,4,20,20,19,2006-07-21,,2026-09-01
100796,58,0,7,Operations,Female,Operations Analyst,4,9004.06,1,4,10,11,10,2016-01-14,,2026-09-01
100797,64,0,4,Customer Support,Male,Support Lead,3,6104.01,0,4,15,8,4,2011-08-18,,2026-09-01
100798,27,0,5,Finance,Male,Finance Manager,5,8264.22,0,1,20,21,3,2005-12-16,,2026-09-01
100799,41,0,18,Finance,Male,Accountant,4,7092.92,0,2,5,17,2,2020-11-07,,2026-09-01
100800,43,0,5,Engineering,Female,Software Engineer,3,12775.11,0,4,1,23,0,2025-05-20,,2026-09-01
100801,57,1,17,Finance,Male,Finance Manager,1,10605.83,0,2,0,22,0,2026-08-24,2025-10-08,2026-09-01
100802,42,0,10,Engineering,Male,QA Engineer,4,7376.97,0,5,14,0,1,2012-05-20,,2026-09-01
100803,32,0,1,Customer Support,Male,Support Lead,4,5234.0,0,3,14,17,3,2012-03-12,,2026-09-01
100804,46,1,22,HR,Female,HR Specialist,5,3593.23,0,3,6,10,2,2019-12-02,2026-04-11,2026-09-01
100805,44,1,37,Sales,Male,Sales Representative,4,6194.89,0,2,12,23,4,2014-01-21,2026-08-31,2026-09-01
100806,31,0,14,Sales,Female,Account Executive,2,7397.54,0,4,11,22,9,2015-02-28,,2026-09-01
100807,39,1,8,Sales,Female,Sales Representative,2,3347.76,0,2,5,13,2,2020-12-01,2025-12-09,2026-09-01
100808,22,0,16,Operations,Female,Coordinator,2,9911.53,0,3,2,4,2,2024-04-20,,2026-09-01
100809,35,0,28,Finance,Male,Finance Manager,3,6766.89,0,5,16,6,1,2009-10-31,,2026-09-01
100810,22,0,17,Engineering,Female,QA Engineer,2,14080.44,0,4,9,11,2,2016-09-25,,2026-09-01
100811,58,0,37,Sales,Male,Sales Manager,5,11607.76,0,3,0,7,0,2026-01-31,,2026-09-01
100812,55,1,28,Operations,Male,Operations Manager,5,13377.53,1,5,9,1,0,2017-07-31,2026-03-13,2026-09-01
100813,44,0,27,Finance,Male,Financial Analyst,2,6048.39,0,1,10,6,1,2016-08-20,,2026-09-01
100814,48,0,15,HR,Female,HR Specialist,2,11495.03,0,1,2,19,2,2024-08-10,,2026-09-01
100815,64,1,28,Finance,Female,Accountant,3,7282.31,0,1,4,21,4,2021-10-03,2026-03-26,2026-09-01
100816,63,0,37,Operations,Male,Operations Manager,5,6149.62,0,5,20,6,11,2005-12-19,,2026-09-01
100817,25,0,40,HR,Female,Recruiter,4,7169.06,1,4,8,20,2,2018-03-12,,2026-09-01
100818,55,0,32,HR,Male,Recruiter,2,13322.68,0,2,20,19,19,2006-01-18,,2026-09-01
100819,38,1,29,Operations,Male,Coordinator,5,11828.85,0,4,0,6,0,2026-07-06,2026-05-14,2026-09-01
100820,34,0,34,Operations,Male,Operations Manager,4,10732.73,0,3,4,13,3,2021-11-10,,2026-09-01
100821,56,0,3,Operations,Female,Operations Analyst,5,10288.68,0,2,6,15,2,2020-03-26,,2026-09-01
100822,32,0,18,Customer Support,Female,Support Specialist,5,3673.25,0,5,5,7,5,2020-10-19,,2026-09-01
100823,54,1,25,Operations,Female,Operations Analyst,2,3415.19,1,3,3,9,1,2023-04-30,2026-07-31,2026-09-01
100824,42,0,17,Sales,Male,Account Executive,1,13599.08,0,5,12,18,11,2014-03-03,,2026-09-01
100825,46,0,11,Finance,Female,Accountant,5,7923.39,0,5,7,22,1,2019-07-18,,2026-09-01
100826,25,1,11,Operations,Female,Coordinator,3,12165.83,1,5,6,13,0,2019-10-07,2025-09-21,2026-09-01
100827,35,1,38,Engineering,Male,Data Analyst,4,8045.88,0,4,15,1,10,2011-07-20,2026-07-31,2026-09-01
100828,61,0,33,Operations,Male,Operations Analyst,5,13859.94,0,5,7,3,3,2018-10-03,,2026-09-01
100829,50,0,38,Finance,Female,Accountant,2,8037.79,0,2,7,7,5,2019-04-15,,2026-09-01
100830,33,0,25,HR,Female,HR Specialist,3,10151.93,1,3,18,16,13,2008-01-06,,2026-09-01
100831,32,0,39,Customer Support,Male,Customer Success Manager,2,4412.5,0,2,12,19,7,2013-09-11,,2026-09-01
100832,64,0,35,Engineering,Female,Data Analyst,5,12962.47,1,5,14,19,0,2012-01-18,,2026-09-01
100833,58,0,34,Sales,Female,Sales Representative,2,9550.39,0,2,4,22,3,2022-06-26,,2026-09-01
100834,45,0,38,Engineering,Male,BI Developer,3,9409.23,0,1,16,21,0,2010-04-18,,2026-09-01
100835,33,1,9,Operations,Female,Operations Manager,1,11942.22,0,4,6,13,2,2020-03-13,2025-10-30,2026-09-01
100836,21,0,4,Engineering,Male,BI Developer,4,6545.54,0,5,18,12,16,2008-06-30,,2026-09-01
100837,35,0,15,Sales,Female,Account Executive,2,9518.8,0,1,11,19,8,2015-07-03,,2026-09-01
100838,34,0,19,Engineering,Female,Data Analyst,1,13533.37,0,3,16,5,0,2010-07-07,,2026-09-01
100839,39,0,4,Sales,Male,Sales Representative,4,4344.3,1,2,18,3,5,2008-06-07,,2026-09-01
100840,46,0,20,HR,Female,HR Manager,2,11331.01,0,1,18,21,12,2007-12-12,,2026-09-01
100841,42,0,9,Customer Support,Male,Support Specialist,3,8735.06,0,4,17,3,1,2009-02-20,,2026-09-01
100842,34,1,15,Finance,Female,Accountant,1,7242.97,1,3,7,6,6,2019-05-06,2026-02-21,2026-09-01
100843,26,0,9,Operations,Female,Coordinator,2,6208.44,0,3,1,21,0,2025-04-14,,2026-09-01
100844,35,0,23,Sales,Female,Sales Representative,5,6937.96,1,2,0,12,0,2026-04-14,,2026-09-01
100845,52,0,24,Customer Support,Male,Support Specialist,4,4002.58,0,5,18,24,3,2008-08-12,,2026-09-01
100846,55,0,23,Operations,Male,Coordinator,2,13714.98,1,5,6,24,4,2019-11-09,,2026-09-01
100847,23,0,27,HR,Male,HR Manager,4,14341.7,1,4,15,14,1,2010-10-16,,2026-09-01
100848,65,0,13,Engineering,Female,BI Developer,3,7898.38,0,4,0,16,0,2026-03-20,,2026-09-01
100849,30,0,26,Operations,Male,Coordinator,2,12164.27,0,4,13,9,9,2013-05-28,,2026-09-01
100850,44,0,37,Sales,Female,Account Executive,5,12625.73,1,2,5,11,1,2021-05-30,,2026-09-01
100851,64,1,5,Operations,Male,Operations Analyst,1,10652.24,0,1,10,5,1,2016-04-30,2026-02-07,2026-09-01
100852,55,0,8,Engineering,Female,QA Engineer,1,4692.35,0,5,9,23,0,2017-05-18,,2026-09-01
100853,35,0,13,HR,Male,Recruiter,3,8051.35,0,2,18,16,1,2008-04-19,,2026-09-01
100854,25,1,1,Finance,Male,Financial Analyst,1,12598.87,0,4,8,9,8,2017-10-04,2026-03-30,2026-09-01
100855,23,0,31,Operations,Female,Operations Manager,4,9972.02,0,3,13,16,4,2013-06-20,,2026-09-01
100856,39,0,10,Customer Support,Female,Support Lead,1,12196.9,0,3,2,10,1,2023-10-13,,2026-09-01
100857,65,0,35,Customer Support,Male,Support Lead,4,9212.93,0,3,11,18,10,2015-02-24,,2026-09-01
100858,61,0,3,Operations,Female,Coordinator,4,13685.66,0,2,9,23,7,2016-12-17,,2026-09-01
100859,41,0,13,Operations,Female,Coordinator,3,9002.53,0,2,11,13,4,2015-01-05,,2026-09-01
100860,51,0,29,Finance,Female,Finance Manager,3,11758.64,0,3,14,24,7,2012-05-01,,2026-09-01
100861,23,0,16,HR,Male,HR Manager,1,3705.69,0,5,9,4,9,2017-05-05,,2026-09-01
100862,36,0,4,HR,Female,HR Manager,4,10484.8,0,4,13,5,12,2012-09-10,,2026-09-01
100863,30,0,29,Customer Support,Male,Support Specialist,4,12469.31,0,4,8,17,1,2018-07-28,,2026-09-01
100864,25,0,3,Customer Support,Male,Support Specialist,4,4312.99,0,5,5,7,4,2021-01-15,,2026-09-01
100865,32,0,4,Sales,Female,Sales Manager,5,7153.44,1,1,16,9,10,2009-12-13,,2026-09-01
100866,47,0,27,Finance,Male,Financial Analyst,2,14377.8,0,1,19,15,5,2007-04-09,,2026-09-01
100867,60,0,33,Customer Support,Female,Support Lead,3,9190.31,0,5,14,4,12,2012-05-14,,2026-09-01
100868,26,0,29,Customer Support,Male,Support Lead,3,12730.73,1,2,13,15,10,2013-04-23,,2026-09-01
100869,36,0,40,Engineering,Male,Software Engineer,1,6540.31,1,1,18,11,7,2008-01-28,,2026-09-01
100870,39,1,24,Finance,Male,Finance Manager,4,3984.17,1,2,5,13,4,2020-09-26,2026-05-28,2026-09-01
100871,60,0,8,Sales,Female,Sales Representative,2,9574.63,0,3,12,17,12,2014-02-10,,2026-09-01
100872,29,0,7,Finance,Female,Finance Manager,2,3731.54,1,3,6,12,1,2019-10-17,,2026-09-01
100873,57,0,27,HR,Male,Recruiter,1,4658.12,0,3,6,9,2,2019-12-28,,2026-09-01
100874,30,0,21,Engineering,Female,BI Developer,4,5446.76,0,1,16,21,16,2009-09-17,,2026-09-01
100875,33,1,16,HR,Female,HR Specialist,5,3292.05,0,2,2,16,0,2023-12-19,2025-10-20,2026-09-01
100876,40,0,39,HR,Male,Recruiter,3,11122.89,0,1,1,15,0,2025-02-04,,2026-09-01
100877,26,0,14,Operations,Female,Operations Manager,4,3361.33,0,2,1,17,0,2025-02-23,,2026-09-01
100878,42,0,10,Operations,Male,Operations Manager,1,12524.68,0,1,15,17,9,2011-06-03,,2026-09-01
100879,24,0,30,Engineering,Male,QA Engineer,3,11353.81,0,5,3,22,3,2023-08-24,,2026-09-01
100880,58,0,5,Customer Support,Male,Support Specialist,3,4079.58,0,2,10,14,2,2016-02-07,,2026-09-01
100881,55,0,7,Engineering,Male,Software Engineer,4,4326.91,0,4,14,23,14,2012-01-08,,2026-09-01
100882,25,1,38,Operations,Female,Coordinator,2,4037.43,0,5,16,17,15,2009-11-11,2026-02-04,2026-09-01
100883,35,0,1,Customer Support,Female,Support Lead,3,5011.49,0,5,6,15,6,2020-06-16,,2026-09-01
100884,31,1,29,Engineering,Male,Software Engineer,2,9182.62,0,2,19,12,11,2007-08-23,2026-06-02,2026-09-01
100885,48,0,28,HR,Female,Recruiter,2,14374.3,1,2,12,19,12,2014-02-10,,2026-09-01
100886,31,0,9,Engineering,Female,BI Developer,3,3982.3,0,4,8,11,1,2018-06-16,,2026-09-01
100887,62,0,19,Customer Support,Male,Support Lead,1,13892.79,1,2,11,4,0,2014-11-10,,2026-09-01
100888,41,0,8,Sales,Male,Account Executive,1,11004.92,0,3,14,11,9,2012-02-03,,2026-09-01
100889,35,0,2,Operations,Male,Operations Analyst,1,3780.08,0,2,17,17,14,2009-08-22,,2026-09-01
100890,41,0,3,Finance,Male,Accountant,1,3360.48,0,2,15,21,11,2011-04-21,,2026-09-01
100891,44,0,10,Operations,Male,Operations Manager,2,4644.7,1,1,7,5,4,2019-05-16,,2026-09-01
100892,30,1,12,Sales,Male,Account Executive,1,9075.98,1,2,10,6,8,2016-04-14,2025-10-30,2026-09-01
100893,59,0,24,Finance,Male,Accountant,5,13408.51,0,1,7,1,0,2019-07-19,,2026-09-01
100894,44,0,30,Customer Support,Male,Support Lead,3,7603.13,1,3,6,2,2,2019-11-30,,2026-09-01
100895,24,1,37,Engineering,Male,BI Developer,2,4394.69,0,2,12,2,4,2013-12-01,2026-02-08,2026-09-01
100896,55,0,10,Finance,Female,Accountant,2,4693.43,0,5,16,22,2,2009-11-10,,2026-09-01
100897,57,0,10,HR,Male,HR Specialist,5,13616.22,0,5,0,6,0,2026-06-18,,2026-09-01
100898,29,0,3,Customer Support,Female,Support Specialist,1,9982.86,0,2,9,12,0,2017-07-28,,2026-09-01
100899,26,0,13,Finance,Female,Finance Manager,3,5007.02,0,2,12,14,11,2014-06-11,,2026-09-01
100900,51,0,4,Operations,Male,Operations Manager,1,13533.18,0,3,12,17,2,2013-09-30,,2026-09-01
100901,34,0,14,Engineering,Male,BI Developer,5,5538.15,1,4,2,3,2,2023-11-01,,2026-09-01
100902,31,0,16,Engineering,Female,BI Developer,4,8295.21,0,5,13,13,1,2013-06-08,,2026-09-01
100903,33,0,6,Customer Support,Female,Support Lead,5,11493.02,0,1,17,10,11,2008-09-10,,2026-09-01
100904,25,0,5,Sales,Male,Sales Manager,2,7006.06,0,2,7,5,7,2019-05-15,,2026-09-01
100905,64,0,18,Finance,Female,Finance Manager,3,3407.42,0,4,4,11,3,2021-12-01,,2026-09-01
100906,34,0,7,Sales,Male,Sales Manager,4,7100.53,0,3,12,11,2,2013-09-06,,2026-09-01
100907,21,0,9,Finance,Female,Accountant,1,13813.64,0,1,16,11,8,2009-12-04,,2026-09-01
100908,52,0,20,Finance,Female,Finance Manager,3,8588.27,1,2,5,24,4,2021-03-05,,2026-09-01
100909,59,0,17,Sales,Male,Sales Manager,5,7638.48,0,5,20,24,17,2005-09-11,,2026-09-01
100910,28,0,9,HR,Male,HR Manager,4,9046.63,0,5,0,8,0,2025-12-03,,2026-09-01
100911,25,0,1,Operations,Female,Operations Analyst,1,5460.1,0,1,2,3,0,2024-03-22,,2026-09-01
100912,24,1,36,Sales,Male,Account Executive,2,6045.94,1,2,17,4,6,2009-07-21,2026-06-26,2026-09-01
100913,56,0,29,Operations,Male,Operations Manager,2,12950.35,0,3,14,19,2,2012-05-29,,2026-09-01
100914,21,0,15,Engineering,Male,QA Engineer,4,5037.01,1,5,15,3,13,2011-07-08,,2026-09-01
100915,52,1,15,Engineering,Female,Data Analyst,2,7818.77,1,4,15,0,4,2011-07-13,2026-04-26,2026-09-01
100916,48,0,26,Finance,Female,Financial Analyst,5,11515.69,1,5,6,13,1,2019-09-26,,2026-09-01
100917,57,0,26,Customer Support,Male,Support Specialist,1,10474.36,0,5,0,12,0,2025-12-14,,2026-09-01
100918,39,0,22,Sales,Male,Sales Manager,2,6156.36,0,4,5,10,0,2020-11-18,,2026-09-01
100919,54,0,22,Engineering,Male,QA Engineer,5,5654.63,1,5,5,19,4,2021-04-28,,2026-09-01
100920,48,0,16,Sales,Female,Sales Representative,5,11310.69,0,4,17,8,12,2009-06-14,,2026-09-01
100921,32,0,32,Customer Support,Male,Customer Success Manager,3,12747.94,0,4,20,23,16,2006-05-03,,2026-09-01
100922,54,0,17,Finance,Female,Accountant,4,3533.82,0,5,13,20,0,2013-08-11,,2026-09-01
100923,47,0,28,Engineering,Male,Data Analyst,2,14494.41,1,4,2,11,0,2024-08-17,,2026-09-01
100924,43,0,30,Sales,Male,Sales Representative,1,10851.54,1,5,14,13,0,2012-01-28,,2026-09-01
100925,40,0,4,Operations,Male,Operations Analyst,2,8979.23,0,2,14,18,14,2011-10-26,,2026-09-01
100926,30,0,19,Operations,Female,Coordinator,5,12089.34,1,2,4,1,3,2021-11-09,,2026-09-01
100927,22,0,11,Sales,Female,Sales Representative,2,14229.7,1,1,13,4,6,2012-10-12,,2026-09-01
100928,42,0,20,Sales,Male,Account Executive,4,8159.67,1,3,18,14,13,2007-11-27,,2026-09-01
100929,55,0,29,Customer Support,Female,Customer Success Manager,4,12635.77,0,1,16,17,4,2010-07-22,,2026-09-01
100930,57,0,27,Operations,Female,Operations Manager,3,13747.14,0,1,15,18,11,2011-08-19,,2026-09-01
100931,24,0,34,Finance,Male,Accountant,3,10257.95,0,5,16,20,13,2009-11-04,,2026-09-01
100932,28,1,16,Finance,Male,Finance Manager,1,6353.66,0,1,7,16,2,2018-11-16,2026-05-15,2026-09-01
100933,48,0,5,Engineering,Male,Data Analyst,1,11900.91,1,5,18,16,11,2008-05-18,,2026-09-01
100934,28,0,8,Sales,Female,Sales Representative,5,3210.66,1,4,10,24,3,2016-02-28,,2026-09-01
100935,65,0,34,HR,Female,Recruiter,3,6778.9,0,4,15,22,4,2010-10-27,,2026-09-01
100936,36,0,20,HR,Male,HR Specialist,2,13368.39,1,5,19,4,5,2006-12-07,,2026-09-01
100937,59,0,27,Finance,Male,Finance Manager,3,6129.41,1,1,3,14,3,2023-03-24,,2026-09-01
100938,26,1,18,Customer Support,Female,Support Lead,4,11757.44,0,4,13,11,8,2013-06-13,2026-03-05,2026-09-01
100939,37,0,36,Sales,Female,Sales Representative,1,9214.38,0,5,16,22,14,2010-07-15,,2026-09-01
100940,54,0,17,Finance,Female,Finance Manager,5,3603.96,1,3,0,24,0,2026-07-18,,2026-09-01
100941,26,0,2,Engineering,Male,Data Analyst,1,10918.11,0,3,20,14,12,2006-08-06,,2026-09-01
100942,61,0,36,Customer Support,Male,Support Lead,1,3645.81,0,4,6,13,6,2020-02-05,,2026-09-01
100943,28,1,13,HR,Male,Recruiter,5,4004.05,1,2,4,23,0,2022-03-14,2025-11-28,2026-09-01
100944,44,0,21,HR,Female,Recruiter,4,7338.53,0,1,7,24,2,2019-08-05,,2026-09-01
100945,42,0,15,Sales,Male,Sales Representative,1,8233.9,1,1,16,1,8,2010-07-12,,2026-09-01
100946,35,1,40,Customer Support,Male,Customer Success Manager,2,10876.28,0,4,17,16,6,2009-06-19,2026-07-24,2026-09-01
100947,56,1,18,Finance,Female,Finance Manager,5,6603.85,0,4,8,15,4,2018-08-20,2026-03-04,2026-09-01
100948,39,0,35,HR,Female,HR Manager,4,12817.55,0,4,18,8,7,2007-11-01,,2026-09-01
100949,43,0,8,HR,Female,HR Specialist,2,13266.34,1,5,16,5,4,2009-11-03,,2026-09-01
100950,43,0,37,Sales,Male,Sales Representative,5,6142.49,0,5,9,1,8,2017-04-24,,2026-09-01
100951,64,0,21,HR,Female,HR Specialist,5,9857.21,0,3,19,5,12,2007-03-06,,2026-09-01
100952,45,1,29,Sales,Female,Account Executive,4,7001.44,1,1,6,8,3,2020-05-19,2026-03-30,2026-09-01
100953,22,1,33,Engineering,Female,QA Engineer,5,12160.99,1,1,17,1,13,2009-06-09,2026-01-09,2026-09-01
100954,27,0,1,Operations,Male,Operations Analyst,3,12500.89,0,5,15,8,9,2011-07-19,,2026-09-01
100955,62,0,27,Customer Support,Male,Customer Success Manager,4,8626.67,0,2,18,20,0,2008-04-22,,2026-09-01
100956,35,0,20,Sales,Female,Sales Manager,1,4431.7,0,5,16,5,13,2010-08-07,,2026-09-01
100957,33,0,35,Customer Support,Male,Customer Success Manager,4,9349.26,0,3,11,23,2,2015-07-11,,2026-09-01
100958,34,0,31,Sales,Female,Account Executive,5,6697.14,1,1,8,16,4,2017-09-29,,2026-09-01
100959,28,1,33,Finance,Male,Accountant,5,9447.11,0,1,11,5,9,2014-12-31,2026-06-03,2026-09-01
100960,35,0,18,Engineering,Female,QA Engineer,4,9753.57,0,2,19,18,14,2007-04-06,,2026-09-01
100961,26,0,23,Sales,Male,Sales Manager,2,9591.79,0,2,11,3,0,2015-06-10,,2026-09-01
100962,28,0,2,Customer Support,Male,Support Lead,4,5474.13,0,1,13,24,2,2012-11-19,,2026-09-01
100963,58,0,30,Sales,Male,Sales Manager,3,14021.6,1,1,3,13,1,2022-12-13,,2026-09-01
100964,36,0,33,Customer Support,Female,Support Lead,1,5267.04,0,3,20,14,2,2006-06-02,,2026-09-01
100965,32,0,35,Operations,Female,Operations Manager,2,6072.66,1,5,1,14,0,2025-04-10,,2026-09-01
100966,64,0,9,HR,Female,HR Specialist,5,10504.34,0,4,4,1,1,2022-01-14,,2026-09-01
100967,64,0,34,Engineering,Female,Data Analyst,3,4930.18,0,3,18,17,7,2008-01-05,,2026-09-01
100968,65,0,4,Operations,Female,Operations Analyst,4,12530.09,0,2,0,22,0,2026-01-01,,2026-09-01
100969,59,0,10,Customer Support,Male,Customer Success Manager,5,12024.68,1,4,5,10,1,2021-01-17,,2026-09-01
100970,65,0,14,Operations,Female,Coordinator,3,14386.78,0,3,15,6,9,2011-04-02,,2026-09-01
100971,58,0,8,HR,Male,Recruiter,3,6086.14,0,1,5,14,0,2020-09-13,,2026-09-01
100972,59,0,10,Finance,Female,Financial Analyst,2,6245.47,0,1,9,12,8,2017-01-23,,2026-09-01
100973,29,0,40,Customer Support,Male,Support Specialist,3,7368.37,0,1,7,6,2,2019-03-19,,2026-09-01
100974,39,1,26,Customer Support,Female,Customer Success Manager,1,6892.17,0,4,18,24,18,2007-10-28,2026-08-25,2026-09-01
100975,50,0,8,Finance,Female,Financial Analyst,2,12404.46,0,2,16,9,16,2009-09-04,,2026-09-01
100976,47,0,34,Finance,Female,Accountant,5,8426.97,0,1,14,3,2,2011-12-21,,2026-09-01
100977,44,0,16,Operations,Female,Operations Analyst,1,9483.45,0,1,20,14,6,2006-01-12,,2026-09-01
100978,26,0,28,Engineering,Female,QA Engineer,3,13071.22,0,2,12,2,2,2013-11-24,,2026-09-01
100979,41,0,38,HR,Male,Recruiter,2,3811.72,0,4,5,20,0,2020-09-26,,2026-09-01
100980,57,0,11,Engineering,Male,BI Developer,4,5130.72,0,2,5,2,4,2021-04-15,,2026-09-01
100981,39,0,12,Finance,Female,Financial Analyst,3,11223.33,0,2,6,19,2,2019-09-12,,2026-09-01
100982,65,0,15,Customer Support,Male,Support Lead,5,13692.3,0,2,8,13,5,2018-02-23,,2026-09-01
100983,63,0,6,HR,Female,Recruiter,4,5276.13,0,1,13,1,0,2013-01-09,,2026-09-01
100984,58,0,30,Sales,Male,Account Executive,4,10272.07,0,1,2,8,1,2024-01-15,,2026-09-01
100985,56,0,36,Operations,Male,Operations Manager,5,5580.14,1,1,1,12,1,2025-07-06,,2026-09-01
