Date,Region,Category,Product,Units,Price,DiscountPct,Revenue
2025-10-04,North,Furniture,Desk,37,101.5,0.0,3755.5
2025-10-04,North,Office Supplies,Printer Ink,19,186.3,0.0,3539.7
2025-10-04,South,Electronics,Phone,30,440.88,0.15,11242.44
2025-10-04,South,Furniture,Shelf,20,467.01,0.0,9340.2
2025-10-04,South,Office Supplies,Printer Ink,36,352.43,0.15,10784.36
2025-10-04,East,Electronics,Laptop,28,130.58,0.1,3290.62
2025-10-04,East,Furniture,Chair,46,130.38,0.0,5997.48
2025-10-04,East,Office Supplies,Stapler,20,216.85,0.0,4337.0
2025-10-04,West,Electronics,Tablet,39,59.28,0.0,2311.92
2025-10-04,West,Furniture,Chair,30,335.77,0.05,9569.44
2025-10-04,West,Office Supplies,Paper,23,236.58,0.0,5441.34
2025-10-05,North,Electronics,Tablet,34,379.95,0.15,10980.55
2025-10-05,North,Furniture,Desk,33,174.88,0.1,5193.94
2025-10-05,North,Office Supplies,Printer Ink,40,473.19,0.0,18927.6
2025-10-05,South,Electronics,Laptop,20,114.5,0.1,2061.0
2025-10-05,South,Furniture,Chair,41,141.4,0.0,5797.4
2025-10-05,South,Office Supplies,Paper,29,188.41,0.1,4917.5
2025-10-05,East,Electronics,Laptop,48,195.11,0.0,9365.28
2025-10-05,East,Furniture,Chair,28,264.04,0.15,6284.15
2025-10-05,East,Office Supplies,Stapler,18,363.57,0.0,6544.26
2025-10-05,West,Electronics,Phone,25,325.15,0.15,6909.44
2025-10-05,West,Furniture,Desk,21,402.38,0.0,8449.98
2025-10-05,West,Office Supplies,Paper,22,279.45,0.05,5840.5
2025-10-06,North,Electronics,Laptop,13,396.93,0.05,4902.09
2025-10-06,North,Furniture,Desk,35,325.97,0.0,11408.95
2025-10-06,North,Office Supplies,Paper,7,223.41,0.0,1563.87
2025-10-06,South,Electronics,Laptop,36,352.83,0.15,10796.6
2025-10-06,South,Furniture,Desk,41,269.17,0.05,10484.17
2025-10-06,South,Office Supplies,Paper,27,71.41,0.05,1831.67
2025-10-06,East,Electronics,Laptop,48,301.95,0.05,13768.92
2025-10-06,East,Furniture,Desk,47,278.3,0.0,13080.1
2025-10-06,East,Office Supplies,Stapler,13,332.38,0.15,3672.8
2025-10-06,West,Electronics,Laptop,22,471.19,0.1,9329.56
2025-10-06,West,Furniture,Desk,28,363.6,0.15,8653.68
2025-10-06,West,Office Supplies,Printer Ink,17,294.61,0.05,4757.95
2025-10-07,North,Electronics,Laptop,13,267.21,0.15,2952.67
2025-10-07,North,Furniture,Desk,13,219.6,0.1,2569.32
2025-10-07,North,Office Supplies,Paper,39,410.36,0.15,13603.43
2025-10-07,South,Electronics,Tablet,48,430.34,0.0,20656.32
2025-10-07,South,Furniture,Chair,36,424.38,0.05,14513.8
2025-10-07,South,Office Supplies,Paper,15,75.35,0.1,1017.22
2025-10-07,East,Electronics,Phone,16,356.61,0.15,4849.9
2025-10-07,East,Furniture,Chair,9,484.97,0.05,4146.49
2025-10-07,East,Office Supplies,Stapler,42,254.63,0.05,10159.74
2025-10-07,West,Electronics,Tablet,15,134.54,0.1,1816.29
2025-10-07,West,Furniture,Chair,5,487.87,0.0,2439.35
2025-10-07,West,Office Supplies,Stapler,13,321.47,0.15,3552.24
2025-10-08,North,Electronics,Laptop,25,318.71,0.1,7170.98
2025-10-08,North,Furniture,Shelf,24,366.69,0.0,8800.56
2025-10-08,North,Office Supplies,Printer Ink,17,166.47,0.05,2688.49
2025-10-08,South,Electronics,Phone,34,490.44,0.15,14173.72
2025-10-08,South,Furniture,Shelf,5,59.07,0.0,295.35
2025-10-08,South,Office Supplies,Paper,15,261.07,0.0,3916.05
2025-10-08,East,Electronics,Phone,42,416.95,0.1,15760.71
2025-10-08,East,Furniture,Desk,17,457.34,0.0,7774.78
2025-10-08,East,Office Supplies,Printer Ink,28,451.69,0.0,12647.32
2025-10-08,West,Electronics,Phone,28,441.65,0.15,10511.27
2025-10-08,West,Furniture,Desk,18,155.99,0.05,2667.43
2025-10-08,West,Office Supplies,Stapler,32,145.2,0.05,4414.08
2025-10-09,North,Electronics,Laptop,47,231.26,0.05,10325.76
2025-10-09,North,Furniture,Chair,25,71.21,0.0,1780.25
2025-10-09,North,Office Supplies,Printer Ink,25,375.01,0.15,7968.96
2025-10-09,South,Electronics,Phone,26,83.07,0.1,1943.84
2025-10-09,South,Furniture,Chair,18,272.13,0.0,4898.34
2025-10-09,South,Office Supplies,Printer Ink,17,461.9,0.05,7459.68
2025-10-09,East,Electronics,Phone,29,362.44,0.15,8934.15
2025-10-09,East,Furniture,Shelf,15,65.2,0.1,880.2
2025-10-09,East,Office Supplies,Paper,26,466.61,0.05,11525.27
2025-10-09,West,Electronics,Laptop,22,436.92,0.15,8170.4
2025-10-09,West,Furniture,Shelf,28,346.83,0.15,8254.55
2025-10-09,West,Office Supplies,Printer Ink,23,440.26,0.0,10125.98
2025-10-10,North,Electronics,Phone,36,26.88,0.1,870.91
2025-10-10,North,Furniture,Chair,27,122.31,0.15,2807.01
2025-10-10,North,Office Supplies,Printer Ink,46,114.66,0.0,5274.36
2025-10-10,South,Electronics,Phone,32,25.24,0.1,726.91
2025-10-10,South,Furniture,Desk,41,254.27,0.15,8861.31
2025-10-10,South,Office Supplies,Stapler,18,112.84,0.0,2031.12
2025-10-10,East,Electronics,Laptop,5,24.44,0.1,109.98
2025-10-10,East,Furniture,Desk,10,117.65,0.1,1058.85
2025-10-10,East,Office Supplies,Paper,12,459.57,0.0,5514.84
2025-10-10,West,Electronics,Laptop,35,137.66,0.1,4336.29
2025-10-10,West,Furniture,Desk,24,57.43,0.0,1378.32
2025-10-10,West,Office Supplies,Stapler,11,380.36,0.05,3974.76
2025-10-11,North,Electronics,Tablet,10,297.59,0.05,2827.1
2025-10-11,North,Furniture,Shelf,33,420.09,0.1,12476.67
2025-10-11,North,Office Supplies,Stapler,17,227.85,0.1,3486.1
2025-10-11,South,Electronics,Tablet,32,329.12,0.0,10531.84
2025-10-11,South,Furniture,Chair,34,352.93,0.0,11999.62
2025-10-11,South,Office Supplies,Printer Ink,42,473.18,0.1,17886.2
2025-10-11,East,Electronics,Phone,46,275.24,0.15,10761.88
2025-10-11,East,Furniture,Chair,13,180.55,0.15,1995.08
2025-10-11,East,Office Supplies,Stapler,44,302.1,0.0,13292.4
2025-10-11,West,Electronics,Tablet,24,225.31,0.05,5137.07
2025-10-11,West,Furniture,Chair,37,237.5,0.1,7908.75
2025-10-11,West,Office Supplies,Paper,5,402.9,0.1,1813.05
2025-10-12,North,Electronics,Tablet,11,151.19,0.0,1663.09
2025-10-12,North,Furniture,Chair,39,390.66,0.05,14473.95
2025-10-12,North,Office Supplies,Stapler,46,433.55,0.1,17948.97
2025-10-12,South,Electronics,Tablet,27,302.71,0.1,7355.85
2025-10-12,South,Furniture,Shelf,44,58.84,0.1,2330.06
2025-10-12,South,Office Supplies,Paper,44,298.46,0.15,11162.4
2025-10-12,East,Electronics,Phone,19,330.52,0.15,5337.9
2025-10-12,East,Furniture,Chair,9,30.53,0.0,274.77
2025-10-12,East,Office Supplies,Paper,19,166.66,0.05,3008.21
2025-10-12,West,Electronics,Phone,49,126.98,0.1,5599.82
2025-10-12,West,Furniture,Desk,30,309.46,0.0,9283.8
2025-10-12,West,Office Supplies,Stapler,29,251.85,0.05,6938.47
2025-10-13,North,Electronics,Tablet,7,345.31,0.0,2417.17
2025-10-13,North,Furniture,Desk,41,245.81,0.0,10078.21
2025-10-13,North,Office Supplies,Printer Ink,28,37.68,0.05,1002.29
2025-10-13,South,Electronics,Phone,30,471.65,0.15,12027.08
2025-10-13,South,Furniture,Chair,11,454.2,0.05,4746.39
2025-10-13,South,Office Supplies,Stapler,42,334.53,0.15,11942.72
2025-10-13,East,Electronics,Tablet,16,223.73,0.1,3221.71
2025-10-13,East,Furniture,Desk,48,358.94,0.1,15506.21
2025-10-13,East,Office Supplies,Printer Ink,48,222.41,0.1,9608.11
2025-10-13,West,Electronics,Laptop,49,376.22,0.0,18434.78
2025-10-13,West,Furniture,Shelf,29,339.66,0.15,8372.62
2025-10-13,West,Office Supplies,Paper,16,374.19,0.05,5687.69
2025-10-14,North,Electronics,Tablet,14,173.84,0.0,2433.76
2025-10-14,North,Furniture,Shelf,36,250.25,0.15,7657.65
2025-10-14,North,Office Supplies,Printer Ink,30,397.2,0.1,10724.4
2025-10-14,South,Electronics,Phone,43,239.1,0.0,10281.3
2025-10-14,South,Furniture,Chair,49,403.11,0.0,19752.39
2025-10-14,South,Office Supplies,Stapler,17,55.03,0.0,935.51
2025-10-14,East,Electronics,Tablet,24,69.45,0.05,1583.46
2025-10-14,East,Furniture,Chair,31,301.81,0.05,8888.3
2025-10-14,East,Office Supplies,Stapler,30,495.83,0.1,13387.41
2025-10-14,West,Electronics,Phone,28,498.04,0.1,12550.61
2025-10-14,West,Furniture,Desk,47,324.77,0.15,12974.56
2025-10-14,West,Office Supplies,Printer Ink,11,238.84,0.0,2627.24
2025-10-15,North,Electronics,Phone,17,448.13,0.0,7618.21
2025-10-15,North,Furniture,Desk,32,335.05,0.15,9113.36
2025-10-15,North,Office Supplies,Paper,23,496.84,0.05,10855.95
2025-10-15,South,Electronics,Laptop,42,407.82,0.1,15415.6
2025-10-15,South,Furniture,Chair,7,29.83,0.0,208.81
2025-10-15,South,Office Supplies,Printer Ink,24,154.83,0.15,3158.53
2025-10-15,East,Electronics,Laptop,42,368.93,0.0,15495.06
2025-10-15,East,Furniture,Shelf,41,463.43,0.0,19000.63
2025-10-15,East,Office Supplies,Printer Ink,24,316.15,0.15,6449.46
2025-10-15,West,Electronics,Phone,17,133.02,0.15,1922.14
2025-10-15,West,Furniture,Shelf,27,337.96,0.0,9124.92
2025-10-15,West,Office Supplies,Paper,7,181.02,0.1,1140.43
2025-10-16,North,Electronics,Phone,11,469.07,0.1,4643.79
2025-10-16,North,Furniture,Shelf,20,389.03,0.15,6613.51
2025-10-16,North,Office Supplies,Paper,43,151.69,0.15,5544.27
2025-10-16,South,Electronics,Tablet,39,216.51,0.05,8021.7
2025-10-16,South,Furniture,Chair,32,498.12,0.05,15142.85
2025-10-16,South,Office Supplies,Paper,39,263.58,0.15,8737.68
2025-10-16,East,Electronics,Laptop,46,72.74,0.05,3178.74
2025-10-16,East,Furniture,Chair,30,312.72,0.15,7974.36
2025-10-16,East,Office Supplies,Printer Ink,9,177.08,0.15,1354.66
2025-10-16,West,Electronics,Laptop,40,203.71,0.0,8148.4
2025-10-16,West,Furniture,Desk,6,59.53,0.0,357.18
2025-10-16,West,Office Supplies,Printer Ink,16,361.33,0.05,5492.22
2025-10-17,North,Electronics,Tablet,41,292.17,0.15,10182.12
2025-10-17,North,Furniture,Shelf,30,240.69,0.15,6137.59
2025-10-17,North,Office Supplies,Stapler,32,352.22,0.15,9580.38
2025-10-17,South,Electronics,Laptop,44,65.18,0.15,2437.73
2025-10-17,South,Furniture,Chair,39,304.17,0.0,11862.63
2025-10-17,South,Office Supplies,Paper,16,351.32,0.1,5059.01
2025-10-17,East,Electronics,Phone,46,411.95,0.0,18949.7
2025-10-17,East,Furniture,Shelf,24,190.97,0.1,4124.95
2025-10-17,East,Office Supplies,Printer Ink,34,498.27,0.1,15247.06
2025-10-17,West,Electronics,Laptop,46,76.9,0.0,3537.4
2025-10-17,West,Furniture,Shelf,11,160.39,0.0,1764.29
2025-10-17,West,Office Supplies,Paper,27,365.29,0.0,9862.83
2025-10-18,North,Electronics,Laptop,36,307.83,0.0,11081.88
2025-10-18,North,Furniture,Chair,9,471.2,0.0,4240.8
2025-10-18,North,Office Supplies,Printer Ink,31,142.47,0.15,3754.08
2025-10-18,South,Electronics,Phone,23,58.07,0.05,1268.83
2025-10-18,South,Furniture,Desk,35,195.93,0.05,6514.67
2025-10-18,South,Office Supplies,Paper,20,492.47,0.1,8864.46
2025-10-18,East,Electronics,Phone,39,347.81,0.15,11529.9
2025-10-18,East,Furniture,Chair,22,92.56,0.05,1934.5
2025-10-18,East,Office Supplies,Stapler,7,22.55,0.15,134.17
2025-10-18,West,Electronics,Phone,21,155.64,0.05,3105.02
2025-10-18,West,Furniture,Desk,42,298.35,0.1,11277.63
2025-10-18,West,Office Supplies,Paper,9,340.19,0.0,3061.71
2025-10-19,North,Electronics,Laptop,44,165.81,0.0,7295.64
2025-10-19,North,Furniture,Shelf,28,225.12,0.1,5673.02
2025-10-19,North,Office Supplies,Printer Ink,28,352.02,0.0,9856.56
2025-10-19,South,Electronics,Tablet,17,279.65,0.05,4516.35
2025-10-19,South,Furniture,Desk,47,397.96,0.05,17768.91
2025-10-19,South,Office Supplies,Stapler,20,216.59,0.05,4115.21
2025-10-19,East,Electronics,Phone,30,466.37,0.1,12591.99
2025-10-19,East,Furniture,Shelf,45,87.77,0.0,3949.65
2025-10-19,East,Office Supplies,Paper,15,193.61,0.05,2758.94
2025-10-19,West,Electronics,Phone,34,274.18,0.1,8389.91
2025-10-19,West,Furniture,Desk,20,283.43,0.05,5385.17
2025-10-19,West,Office Supplies,Stapler,28,38.57,0.15,917.97
2025-10-20,North,Electronics,Phone,19,472.72,0.15,7634.43
2025-10-20,North,Furniture,Chair,21,206.46,0.1,3902.09
2025-10-20,North,Office Supplies,Paper,26,490.37,0.15,10837.18
2025-10-20,South,Electronics,Laptop,46,27.62,0.05,1206.99
2025-10-20,South,Furniture,Chair,41,61.06,0.0,2503.46
2025-10-20,South,Office Supplies,Stapler,36,363.42,0.1,11774.81
2025-10-20,East,Electronics,Phone,47,242.17,0.1,10243.79
2025-10-20,East,Furniture,Desk,36,331.97,0.15,10158.28
2025-10-20,East,Office Supplies,Stapler,49,401.89,0.0,19692.61
2025-10-20,West,Electronics,Laptop,21,393.21,0.0,8257.41
2025-10-20,West,Furniture,Chair,42,221.24,0.0,9292.08
2025-10-20,West,Office Supplies,Paper,13,142.08,0.05,1754.69
2025-10-21,North,Electronics,Laptop,39,475.31,0.15,15756.53
2025-10-21,North,Furniture,Desk,43,402.9,0.15,14726.0
2025-10-21,North,Office Supplies,Stapler,14,380.51,0.0,5327.14
2025-10-21,South,Electronics,Phone,13,324.34,0.1,3794.78
2025-10-21,South,Furniture,Shelf,17,444.25,0.15,6419.41
2025-10-21,South,Office Supplies,Paper,46,347.48,0.15,13586.47
2025-10-21,East,Electronics,Phone,26,25.31,0.05,625.16
2025-10-21,East,Furniture,Shelf,25,481.66,0.15,10235.28
2025-10-21,East,Office Supplies,Printer Ink,41,31.13,0.15,1084.88
2025-10-21,West,Electronics,Tablet,30,453.38,0.1,12241.26
2025-10-21,West,Furniture,Desk,40,467.32,0.1,16823.52
2025-10-21,West,Office Supplies,Stapler,13,177.7,0.05,2194.59
2025-10-22,North,Electronics,Tablet,8,189.61,0.05,1441.04
2025-10-22,North,Furniture,Chair,5,117.43,0.05,557.79
2025-10-22,North,Office Supplies,Paper,32,436.02,0.05,13255.01
2025-10-22,South,Electronics,Phone,12,341.75,0.0,4101.0
2025-10-22,South,Furniture,Shelf,34,64.06,0.15,1851.33
2025-10-22,South,Office Supplies,Printer Ink,20,268.36,0.0,5367.2
2025-10-22,East,Electronics,Laptop,43,279.76,0.15,10225.23
2025-10-22,East,Furniture,Desk,7,166.49,0.15,990.62
2025-10-22,East,Office Supplies,Stapler,8,98.49,0.1,709.13
2025-10-22,West,Electronics,Phone,41,243.18,0.0,9970.38
2025-10-22,West,Furniture,Desk,33,88.87,0.0,2932.71
2025-10-22,West,Office Supplies,Stapler,32,28.05,0.0,897.6
2025-10-23,North,Electronics,Phone,29,277.1,0.0,8035.9
2025-10-23,North,Furniture,Desk,29,426.59,0.05,11752.55
2025-10-23,North,Office Supplies,Paper,31,53.08,0.0,1645.48
2025-10-23,South,Electronics,Tablet,19,204.3,0.0,3881.7
2025-10-23,South,Furniture,Chair,26,415.33,0.1,9718.72
2025-10-23,South,Office Supplies,Stapler,45,111.48,0.05,4765.77
2025-10-23,East,Electronics,Phone,13,486.48,0.15,5375.6
2025-10-23,East,Furniture,Desk,22,66.43,0.1,1315.31
2025-10-23,East,Office Supplies,Printer Ink,19,144.55,0.15,2334.48
2025-10-23,West,Electronics,Tablet,46,218.4,0.05,9544.08
2025-10-23,West,Furniture,Chair,41,69.69,0.05,2714.43
2025-10-23,West,Office Supplies,Printer Ink,20,191.54,0.1,3447.72
2025-10-24,North,Electronics,Tablet,25,267.65,0.1,6022.12
2025-10-24,North,Furniture,Shelf,27,156.55,0.05,4015.51
2025-10-24,North,Office Supplies,Printer Ink,15,171.51,0.15,2186.75
2025-10-24,South,Electronics,Tablet,40,494.47,0.1,17800.92
2025-10-24,South,Furniture,Chair,39,81.23,0.0,3167.97
2025-10-24,South,Office Supplies,Printer Ink,17,318.5,0.15,4602.32
2025-10-24,East,Electronics,Phone,38,332.69,0.1,11378.0
2025-10-24,East,Furniture,Desk,5,170.37,0.1,766.67
2025-10-24,East,Office Supplies,Printer Ink,20,352.81,0.05,6703.39
2025-10-24,West,Electronics,Tablet,7,93.17,0.0,652.19
2025-10-24,West,Furniture,Desk,18,393.94,0.1,6381.83
2025-10-24,West,Office Supplies,Stapler,33,368.83,0.1,10954.25
2025-10-25,North,Electronics,Laptop,12,359.91,0.0,4318.92
2025-10-25,North,Furniture,Chair,12,161.95,0.05,1846.23
2025-10-25,North,Office Supplies,Printer Ink,36,21.58,0.1,699.19
2025-10-25,South,Electronics,Tablet,6,324.01,0.1,1749.65
2025-10-25,South,Furniture,Desk,43,292.36,0.0,12571.48
2025-10-25,South,Office Supplies,Stapler,32,386.65,0.05,11754.16
2025-10-25,East,Electronics,Phone,17,368.06,0.0,6257.02
2025-10-25,East,Furniture,Chair,22,126.04,0.05,2634.24
2025-10-25,East,Office Supplies,Stapler,10,309.17,0.15,2627.94
2025-10-25,West,Electronics,Laptop,34,142.16,0.15,4108.42
2025-10-25,West,Furniture,Chair,17,451.47,0.05,7291.24
2025-10-25,West,Office Supplies,Printer Ink,8,75.42,0.1,543.02
2025-10-26,North,Electronics,Phone,30,109.78,0.05,3128.73
2025-10-26,North,Furniture,Chair,26,436.26,0.0,11342.76
2025-10-26,North,Office Supplies,Stapler,11,316.6,0.15,2960.21
2025-10-26,South,Electronics,Phone,6,402.78,0.0,2416.68
2025-10-26,South,Furniture,Chair,28,301.08,0.15,7165.7
2025-10-26,South,Office Supplies,Paper,38,433.18,0.1,14814.76
2025-10-26,East,Electronics,Tablet,5,168.2,0.1,756.9
2025-10-26,East,Furniture,Chair,30,205.51,0.1,5548.77
2025-10-26,East,Office Supplies,Paper,13,186.95,0.15,2065.8
2025-10-26,West,Electronics,Phone,46,435.07,0.15,17011.24
2025-10-26,West,Furniture,Chair,15,165.91,0.0,2488.65
2025-10-26,West,Office Supplies,Stapler,22,161.44,0.1,3196.51
2025-10-27,North,Electronics,Laptop,20,41.78,0.15,710.26
2025-10-27,North,Furniture,Chair,10,144.32,0.0,1443.2
2025-10-27,North,Office Supplies,Printer Ink,48,214.3,0.15,8743.44
2025-10-27,South,Electronics,Laptop,16,300.94,0.1,4333.54
2025-10-27,South,Furniture,Shelf,10,159.08,0.15,1352.18
2025-10-27,South,Office Supplies,Paper,13,152.59,0.1,1785.3
2025-10-27,East,Electronics,Phone,8,423.2,0.1,3047.04
2025-10-27,East,Furniture,Chair,49,67.25,0.1,2965.72
2025-10-27,East,Office Supplies,Stapler,36,141.14,0.1,4572.94
2025-10-27,West,Electronics,Tablet,21,413.54,0.05,8250.12
2025-10-27,West,Furniture,Desk,9,380.84,0.15,2913.43
2025-10-27,West,Office Supplies,Paper,25,426.03,0.0,10650.75
2025-10-28,North,Electronics,Tablet,37,74.42,0.15,2340.51
2025-10-28,North,Furniture,Shelf,36,262.0,0.1,8488.8
2025-10-28,North,Office Supplies,Printer Ink,32,162.41,0.05,4937.26
2025-10-28,South,Electronics,Tablet,33,470.66,0.0,15531.78
2025-10-28,South,Furniture,Desk,38,158.98,0.15,5135.05
2025-10-28,South,Office Supplies,Stapler,37,96.47,0.05,3390.92
2025-10-28,East,Electronics,Phone,23,118.8,0.0,2732.4
2025-10-28,East,Furniture,Shelf,19,82.31,0.1,1407.5
2025-10-28,East,Office Supplies,Printer Ink,23,152.95,0.1,3166.06
2025-10-28,West,Electronics,Tablet,30,386.45,0.0,11593.5
2025-10-28,West,Furniture,Desk,44,498.74,0.0,21944.56
2025-10-28,West,Office Supplies,Printer Ink,22,150.54,0.1,2980.69
2025-10-29,North,Electronics,Phone,45,56.09,0.0,2524.05
2025-10-29,North,Furniture,Desk,28,197.24,0.1,4970.45
2025-10-29,North,Office Supplies,Stapler,27,378.85,0.0,10228.95
2025-10-29,South,Electronics,Phone,5,358.23,0.0,1791.15
2025-10-29,South,Furniture,Shelf,48,175.2,0.0,8409.6
2025-10-29,South,Office Supplies,Paper,35,212.31,0.0,7430.85
2025-10-29,East,Electronics,Tablet,34,135.82,0.15,3925.2
2025-10-29,East,Furniture,Chair,44,85.39,0.1,3381.44
2025-10-29,East,Office Supplies,Printer Ink,28,454.66,0.1,11457.43
2025-10-29,West,Electronics,Tablet,24,130.73,0.0,3137.52
2025-10-29,West,Furniture,Chair,49,52.97,0.0,2595.53
2025-10-29,West,Office Supplies,Stapler,49,78.56,0.15,3272.02
2025-10-30,North,Electronics,Phone,31,445.34,0.15,11734.71
2025-10-30,North,Furniture,Chair,10,211.9,0.0,2119.0
2025-10-30,North,Office Supplies,Stapler,11,437.95,0.0,4817.45
2025-10-30,South,Electronics,Laptop,42,385.14,0.1,14558.29
2025-10-30,South,Furniture,Shelf,41,166.22,0.15,5792.77
2025-10-30,South,Office Supplies,Paper,16,155.41,0.1,2237.9
2025-10-30,East,Electronics,Laptop,42,192.23,0.05,7669.98
2025-10-30,East,Furniture,Chair,16,266.43,0.0,4262.88
2025-10-30,East,Office Supplies,Paper,20,42.38,0.0,847.6
2025-10-30,West,Electronics,Phone,40,35.13,0.0,1405.2
2025-10-30,West,Furniture,Chair,31,238.14,0.05,7013.22
2025-10-30,West,Office Supplies,Stapler,15,422.22,0.0,6333.3
2025-10-31,North,Electronics,Phone,27,137.23,0.05,3519.95
2025-10-31,North,Furniture,Shelf,28,417.62,0.0,11693.36
2025-10-31,North,Office Supplies,Paper,27,192.37,0.15,4414.89
2025-10-31,South,Electronics,Laptop,33,44.68,0.15,1253.27
2025-10-31,South,Furniture,Shelf,35,476.75,0.15,14183.31
2025-10-31,South,Office Supplies,Paper,26,250.0,0.05,6175.0
2025-10-31,East,Electronics,Phone,41,389.61,0.05,15175.31
2025-10-31,East,Furniture,Chair,38,25.75,0.15,831.72
2025-10-31,East,Office Supplies,Stapler,28,51.98,0.15,1237.12
2025-10-31,West,Electronics,Phone,41,449.35,0.15,15659.85
2025-10-31,West,Furniture,Shelf,19,333.51,0.0,6336.69
2025-10-31,West,Office Supplies,Paper,16,486.07,0.1,6999.41
2025-11-01,North,Electronics,Phone,32,423.56,0.15,11520.83
2025-11-01,North,Furniture,Desk,15,118.55,0.1,1600.42
2025-11-01,North,Office Supplies,Printer Ink,27,262.37,0.15,6021.39
2025-11-01,South,Electronics,Phone,6,295.69,0.0,1774.14
2025-11-01,South,Furniture,Desk,19,173.42,0.1,2965.48
2025-11-01,South,Office Supplies,Paper,27,38.56,0.05,989.06
2025-11-01,East,Electronics,Tablet,20,192.85,0.05,3664.15
2025-11-01,East,Furniture,Desk,24,263.53,0.15,5376.01
2025-11-01,East,Office Supplies,Paper,9,251.88,0.05,2153.57
2025-11-01,West,Electronics,Tablet,42,404.33,0.1,15283.67
2025-11-01,West,Furniture,Chair,49,185.38,0.1,8175.26
2025-11-01,West,Office Supplies,Stapler,17,451.02,0.05,7283.97
2025-11-02,North,Electronics,Laptop,19,94.5,0.15,1526.18
2025-11-02,North,Furniture,Shelf,33,393.67,0.0,12991.11
2025-11-02,North,Office Supplies,Stapler,11,229.18,0.05,2394.93
2025-11-02,South,Electronics,Laptop,15,225.11,0.0,3376.65
2025-11-02,South,Furniture,Chair,36,409.33,0.0,14735.88
2025-11-02,South,Office Supplies,Stapler,7,51.79,0.05,344.4
2025-11-02,East,Electronics,Tablet,45,95.7,0.15,3660.52
2025-11-02,East,Furniture,Chair,41,124.62,0.0,5109.42
2025-11-02,East,Office Supplies,Printer Ink,44,274.44,0.05,11471.59
2025-11-02,West,Electronics,Laptop,40,58.97,0.05,2240.86
2025-11-02,West,Furniture,Desk,7,42.73,0.1,269.2
2025-11-02,West,Office Supplies,Printer Ink,29,126.32,0.05,3480.12
2025-11-03,North,Electronics,Laptop,15,143.75,0.15,1832.81
2025-11-03,North,Furniture,Desk,12,129.58,0.1,1399.46
2025-11-03,North,Office Supplies,Printer Ink,40,83.62,0.0,3344.8
2025-11-03,South,Electronics,Phone,13,184.02,0.05,2272.65
2025-11-03,South,Furniture,Shelf,23,127.41,0.0,2930.43
2025-11-03,South,Office Supplies,Paper,28,404.48,0.05,10759.17
2025-11-03,East,Electronics,Laptop,32,103.82,0.05,3156.13
2025-11-03,East,Furniture,Chair,42,259.31,0.0,10891.02
2025-11-03,East,Office Supplies,Printer Ink,19,467.92,0.15,7556.91
2025-11-03,West,Electronics,Tablet,8,366.22,0.1,2636.78
2025-11-03,West,Furniture,Desk,44,47.84,0.05,1999.71
2025-11-03,West,Office Supplies,Paper,37,261.91,0.15,8237.07
2025-11-04,North,Electronics,Phone,13,105.8,0.0,1375.4
2025-11-04,North,Furniture,Chair,45,484.48,0.0,21801.6
2025-11-04,North,Office Supplies,Paper,43,310.6,0.1,12020.22
2025-11-04,South,Electronics,Laptop,14,442.17,0.1,5571.34
2025-11-04,South,Furniture,Desk,49,94.76,0.05,4411.08
2025-11-04,South,Office Supplies,Printer Ink,45,73.5,0.15,2811.38
2025-11-04,East,Electronics,Tablet,15,444.37,0.1,5999.0
2025-11-04,East,Furniture,Chair,5,376.88,0.1,1695.96
2025-11-04,East,Office Supplies,Printer Ink,7,265.32,0.05,1764.38
2025-11-04,West,Electronics,Tablet,14,289.16,0.0,4048.24
2025-11-04,West,Furniture,Shelf,19,378.12,0.0,7184.28
2025-11-04,West,Office Supplies,Printer Ink,11,127.37,0.15,1190.91
2025-11-05,North,Electronics,Laptop,20,135.5,0.1,2439.0
2025-11-05,North,Furniture,Shelf,48,289.15,0.05,13185.24
2025-11-05,North,Office Supplies,Printer Ink,45,220.91,0.1,8946.86
2025-11-05,South,Electronics,Phone,21,58.17,0.1,1099.41
2025-11-05,South,Furniture,Chair,8,253.2,0.1,1823.04
2025-11-05,South,Office Supplies,Printer Ink,18,203.72,0.15,3116.92
2025-11-05,East,Electronics,Tablet,28,64.88,0.1,1634.98
2025-11-05,East,Furniture,Chair,23,485.01,0.1,10039.71
2025-11-05,East,Office Supplies,Paper,22,494.27,0.0,10873.94
2025-11-05,West,Electronics,Tablet,7,330.59,0.0,2314.13
2025-11-05,West,Furniture,Shelf,40,361.05,0.1,12997.8
2025-11-05,West,Office Supplies,Paper,44,283.08,0.05,11832.74
2025-11-06,North,Electronics,Phone,5,334.61,0.05,1589.4
2025-11-06,North,Furniture,Desk,40,255.16,0.05,9696.08
2025-11-06,North,Office Supplies,Paper,46,351.01,0.0,16146.46
2025-11-06,South,Electronics,Tablet,5,412.5,0.15,1753.12
2025-11-06,South,Furniture,Shelf,47,71.19,0.0,3345.93
2025-11-06,South,Office Supplies,Paper,40,351.33,0.0,14053.2
2025-11-06,East,Electronics,Laptop,36,412.13,0.0,14836.68
2025-11-06,East,Furniture,Shelf,30,267.74,0.05,7630.59
2025-11-06,East,Office Supplies,Paper,22,46.38,0.1,918.32
2025-11-06,West,Electronics,Phone,32,394.46,0.1,11360.45
2025-11-06,West,Furniture,Shelf,27,115.49,0.15,2650.5
